timestamp,site_id,solar_generation_kwh,wind_generation_kwh,energy_consumption_kwh,battery_soc,battery_charge_kwh,battery_discharge_kwh,grid_import_kwh,grid_export_kwh
2026-01-08T06:00:00+00:00,site_001,0.0,12.93,27.94,10.0,0.0,0.0,15.01,0.0
2026-01-08T07:00:00+00:00,site_001,13.96,13.81,48.46,10.0,0.0,0.0,20.69,0.0
2026-01-08T08:00:00+00:00,site_001,27.09,9.69,46.52,10.0,0.0,0.0,9.74,0.0
2026-01-08T09:00:00+00:00,site_001,40.63,6.43,48.49,10.0,0.0,0.0,1.43,0.0
2026-01-08T10:00:00+00:00,site_001,48.63,4.5,36.3,26.8,16.83,0.0,0.0,0.0
2026-01-08T11:00:00+00:00,site_001,47.05,5.38,38.83,40.4,13.6,0.0,0.0,0.0
2026-01-08T12:00:00+00:00,site_001,52.82,5.02,36.37,60.4,20.0,0.0,0.0,1.47
2026-01-08T13:00:00+00:00,site_001,44.59,1.86,36.36,70.5,10.09,0.0,0.0,0.0
2026-01-08T14:00:00+00:00,site_001,43.12,5.16,35.69,83.1,12.59,0.0,0.0,0.0
2026-01-08T15:00:00+00:00,site_001,34.27,7.89,38.53,86.7,3.63,0.0,0.0,0.0
2026-01-08T16:00:00+00:00,site_001,22.98,6.58,37.71,78.5,0.0,8.15,0.0,0.0
2026-01-08T17:00:00+00:00,site_001,13.26,6.38,53.6,58.5,0.0,20.0,13.96,0.0
2026-01-08T18:00:00+00:00,site_001,0.0,12.09,54.98,38.5,0.0,20.0,22.89,0.0
2026-01-08T19:00:00+00:00,site_001,0.0,16.76,55.33,18.5,0.0,20.0,18.57,0.0
2026-01-08T20:00:00+00:00,site_001,0.0,13.8,51.53,10.0,0.0,8.5,29.23,0.0
2026-01-08T21:00:00+00:00,site_001,0.0,15.07,55.27,10.0,0.0,0.0,40.2,0.0
2026-01-08T22:00:00+00:00,site_001,0.0,21.28,27.77,10.0,0.0,0.0,6.49,0.0
2026-01-08T23:00:00+00:00,site_001,0.0,17.68,26.74,10.0,0.0,0.0,9.06,0.0
2026-01-09T00:00:00+00:00,site_001,0.0,19.21,26.02,10.0,0.0,0.0,6.81,0.0
2026-01-09T01:00:00+00:00,site_001,0.0,15.7,24.1,10.0,0.0,0.0,8.4,0.0
2026-01-09T02:00:00+00:00,site_001,0.0,17.1,23.15,10.0,0.0,0.0,6.05,0.0
2026-01-09T03:00:00+00:00,site_001,0.0,14.91,26.4,10.0,0.0,0.0,11.49,0.0
2026-01-09T04:00:00+00:00,site_001,0.0,14.04,23.83,10.0,0.0,0.0,9.79,0.0
2026-01-09T05:00:00+00:00,site_001,0.0,12.87,23.64,10.0,0.0,0.0,10.77,0.0
2026-01-09T06:00:00+00:00,site_001,0.0,6.52,24.97,10.0,0.0,0.0,18.45,0.0
2026-01-09T07:00:00+00:00,site_001,13.84,4.58,47.21,10.0,0.0,0.0,28.79,0.0
2026-01-09T08:00:00+00:00,site_001,23.52,7.12,44.25,10.0,0.0,0.0,13.61,0.0
2026-01-09T09:00:00+00:00,site_001,35.84,3.06,45.63,10.0,0.0,0.0,6.73,0.0
2026-01-09T10:00:00+00:00,site_001,48.86,3.55,38.76,23.6,13.65,0.0,0.0,0.0
2026-01-09T11:00:00+00:00,site_001,55.52,1.53,35.41,43.6,20.0,0.0,0.0,1.64
2026-01-09T12:00:00+00:00,site_001,45.29,4.14,40.0,53.0,9.43,0.0,0.0,0.0
2026-01-09T13:00:00+00:00,site_001,48.54,5.51,38.91,68.1,15.14,0.0,0.0,0.0
2026-01-09T14:00:00+00:00,site_001,47.44,7.3,39.75,83.1,14.99,0.0,0.0,0.0
2026-01-09T15:00:00+00:00,site_001,33.93,1.15,35.76,82.4,0.0,0.68,0.0,0.0
2026-01-09T16:00:00+00:00,site_001,23.45,9.19,37.82,77.2,0.0,5.18,0.0,0.0
2026-01-09T17:00:00+00:00,site_001,12.49,11.3,55.33,57.2,0.0,20.0,11.54,0.0
2026-01-09T18:00:00+00:00,site_001,0.0,12.32,55.24,37.2,0.0,20.0,22.92,0.0
2026-01-09T19:00:00+00:00,site_001,0.0,9.34,55.6,17.2,0.0,20.0,26.26,0.0
2026-01-09T20:00:00+00:00,site_001,0.0,19.65,52.04,10.0,0.0,7.2,25.19,0.0
2026-01-09T21:00:00+00:00,site_001,0.0,11.81,53.06,10.0,0.0,0.0,41.25,0.0
2026-01-09T22:00:00+00:00,site_001,0.0,19.52,27.79,10.0,0.0,0.0,8.27,0.0
2026-01-09T23:00:00+00:00,site_001,0.0,17.46,26.58,10.0,0.0,0.0,9.12,0.0
2026-01-10T00:00:00+00:00,site_001,0.0,14.51,22.7,10.0,0.0,0.0,8.19,0.0
2026-01-10T01:00:00+00:00,site_001,0.0,19.77,19.76,10.0,0.01,0.0,0.0,0.0
2026-01-10T02:00:00+00:00,site_001,0.0,20.47,23.5,10.0,0.0,0.0,3.03,0.0
2026-01-10T03:00:00+00:00,site_001,0.0,17.56,19.86,10.0,0.0,0.0,2.3,0.0
2026-01-10T04:00:00+00:00,site_001,0.0,19.84,23.16,10.0,0.0,0.0,3.32,0.0
2026-01-10T05:00:00+00:00,site_001,0.0,11.66,21.39,10.0,0.0,0.0,9.73,0.0
2026-01-10T06:00:00+00:00,site_001,0.0,11.31,20.96,10.0,0.0,0.0,9.65,0.0
2026-01-10T07:00:00+00:00,site_001,14.95,12.53,33.43,10.0,0.0,0.0,5.95,0.0
2026-01-10T08:00:00+00:00,site_001,29.71,8.86,37.04,11.5,1.53,0.0,0.0,0.0
2026-01-10T09:00:00+00:00,site_001,39.32,5.3,36.57,19.6,8.05,0.0,0.0,0.0
2026-01-10T10:00:00+00:00,site_001,51.51,2.46,31.09,39.6,20.0,0.0,0.0,2.88
2026-01-10T11:00:00+00:00,site_001,51.26,3.84,29.23,59.6,20.0,0.0,0.0,5.87
2026-01-10T12:00:00+00:00,site_001,55.97,1.43,31.31,79.6,20.0,0.0,0.0,6.09
2026-01-10T13:00:00+00:00,site_001,55.5,0.0,31.46,99.6,20.0,0.0,0.0,4.04
2026-01-10T14:00:00+00:00,site_001,42.14,4.4,30.1,100.0,0.4,0.0,0.0,16.04
2026-01-10T15:00:00+00:00,site_001,35.84,1.23,31.3,100.0,0.0,0.0,0.0,5.77
2026-01-10T16:00:00+00:00,site_001,23.86,4.62,31.04,97.4,0.0,2.56,0.0,0.0
2026-01-10T17:00:00+00:00,site_001,12.97,13.11,41.28,82.2,0.0,15.2,0.0,0.0
2026-01-10T18:00:00+00:00,site_001,0.0,6.35,42.52,62.2,0.0,20.0,16.17,0.0
2026-01-10T19:00:00+00:00,site_001,0.0,9.05,41.38,42.2,0.0,20.0,12.33,0.0
2026-01-10T20:00:00+00:00,site_001,0.0,14.89,41.57,22.2,0.0,20.0,6.68,0.0
2026-01-10T21:00:00+00:00,site_001,0.0,18.46,41.0,10.0,0.0,12.2,10.34,0.0
2026-01-10T22:00:00+00:00,site_001,0.0,17.65,23.21,10.0,0.0,0.0,5.56,0.0
2026-01-10T23:00:00+00:00,site_001,0.0,14.42,20.36,10.0,0.0,0.0,5.94,0.0
2026-01-11T00:00:00+00:00,site_001,0.0,20.67,20.78,10.0,0.0,0.0,0.11,0.0
2026-01-11T01:00:00+00:00,site_001,0.0,19.31,21.62,10.0,0.0,0.0,2.31,0.0
2026-01-11T02:00:00+00:00,site_001,0.0,18.05,21.38,10.0,0.0,0.0,3.33,0.0
2026-01-11T03:00:00+00:00,site_001,0.0,19.01,20.9,10.0,0.0,0.0,1.89,0.0
2026-01-11T04:00:00+00:00,site_001,0.0,17.03,20.6,10.0,0.0,0.0,3.57,0.0
2026-01-11T05:00:00+00:00,site_001,0.0,10.71,19.85,10.0,0.0,0.0,9.14,0.0
2026-01-11T06:00:00+00:00,site_001,0.0,7.45,21.93,10.0,0.0,0.0,14.48,0.0
2026-01-11T07:00:00+00:00,site_001,14.61,6.16,33.98,10.0,0.0,0.0,13.21,0.0
2026-01-11T08:00:00+00:00,site_001,26.13,9.75,37.78,10.0,0.0,0.0,1.9,0.0
2026-01-11T09:00:00+00:00,site_001,37.38,3.78,33.4,17.8,7.76,0.0,0.0,0.0
2026-01-11T10:00:00+00:00,site_001,41.49,2.03,27.95,33.4,15.57,0.0,0.0,0.0
2026-01-11T11:00:00+00:00,site_001,43.67,4.35,28.42,53.0,19.6,0.0,0.0,0.0
2026-01-11T12:00:00+00:00,site_001,59.61,4.28,30.54,73.0,20.0,0.0,0.0,13.35
2026-01-11T13:00:00+00:00,site_001,45.3,7.69,29.5,93.0,20.0,0.0,0.0,3.49
2026-01-11T14:00:00+00:00,site_001,50.31,5.5,29.4,100.0,7.0,0.0,0.0,19.41
2026-01-11T15:00:00+00:00,site_001,36.49,2.79,27.31,100.0,0.0,0.0,0.0,11.97
2026-01-11T16:00:00+00:00,site_001,29.56,7.28,31.16,100.0,0.0,0.0,0.0,5.68
2026-01-11T17:00:00+00:00,site_001,13.2,5.05,40.92,80.0,0.0,20.0,2.67,0.0
2026-01-11T18:00:00+00:00,site_001,0.0,7.74,40.59,60.0,0.0,20.0,12.85,0.0
2026-01-11T19:00:00+00:00,site_001,0.0,11.23,42.74,40.0,0.0,20.0,11.51,0.0
